"LHS","RHS","support","confidence","coverage","lift","count","cosine","Year","Data_Source"
"{aph(3'')-Ib,aph(6)-Id,sul2}","{glpT_E448K}",0.0894308943089431,1,0.0894308943089431,1.01652892561983,11,0.301511344577764,2018,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{aph(3'')-Ib}",0.0874635568513119,1,0.0874635568513119,10.3939393939394,30,0.953462589245592,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{aph(6)-Id}",0.0874635568513119,0.967741935483871,0.0903790087463557,10.058651026393,30,0.937958099221084,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{glpT_E448K}",0.0874635568513119,0.9375,0.0932944606413994,0.959888059701492,30,0.289750278482346,2021,"Retail_Meats"
"{aph(6)-Id}","{glpT_E448K}",0.0874635568513119,0.909090909090909,0.0962099125364431,0.930800542740841,30,0.285326350320551,2021,"Retail_Meats"
"{glpT_E448K}","{aph(6)-Id}",0.0874635568513119,0.0895522388059701,0.97667638483965,0.930800542740841,30,0.285326350320551,2021,"Retail_Meats"
"{sul2}","{glpT_E448K}",0.0845481049562682,0.90625,0.0932944606413994,0.927891791044776,29,0.280091935866268,2021,"Retail_Meats"
"{glpT_E448K}","{sul2}",0.0845481049562682,0.0865671641791045,0.97667638483965,0.927891791044776,29,0.280091935866268,2021,"Retail_Meats"
"{tet(B)}","{glpT_E448K}",0.0845070422535211,0.705882352941177,0.119718309859155,0.753648827952234,12,0.252366070120522,2017,"Retail_Meats"
"{glpT_E448K}","{tet(B)}",0.0845070422535211,0.0902255639097744,0.936619718309859,0.753648827952234,12,0.252366070120522,2017,"Retail_Meats"
"{sul2}","{aph(3'')-Ib}",0.0816326530612245,0.875,0.0932944606413994,9.09469696969697,28,0.861640436855329,2021,"Retail_Meats"
"{aph(3'')-Ib}","{sul2}",0.0816326530612245,0.848484848484849,0.0962099125364431,9.09469696969697,28,0.861640436855329,2021,"Retail_Meats"
"{aph(6)-Id}","{aph(3'')-Ib}",0.0811808118081181,1,0.0811808118081181,12.3181818181818,22,1,2019,"Retail_Meats"
"{aph(3'')-Ib}","{aph(6)-Id}",0.0811808118081181,1,0.0811808118081181,12.3181818181818,22,1,2019,"Retail_Meats"
"{tet(B)}","{glpT_E448K}",0.0811808118081181,0.88,0.0922509225092251,0.899924528301887,22,0.270289851406939,2019,"Retail_Meats"
"{glpT_E448K}","{tet(B)}",0.0811808118081181,0.0830188679245283,0.977859778597786,0.899924528301887,22,0.270289851406939,2019,"Retail_Meats"
"{aph(6)-Id,sul2}","{aph(3'')-Ib}",0.0787172011661808,1,0.0787172011661808,10.3939393939394,27,0.904534033733291,2021,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{aph(6)-Id}",0.0787172011661808,0.964285714285714,0.0816326530612245,10.0227272727273,27,0.888234788195688,2021,"Retail_Meats"
"{glpT_E448K,sul2}","{aph(3'')-Ib}",0.0787172011661808,0.931034482758621,0.0845481049562682,9.67711598746081,27,0.872786048177569,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{sul2}",0.0787172011661808,0.870967741935484,0.0903790087463557,9.33568548387097,27,0.857250857251286,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{sul2}",0.0787172011661808,0.84375,0.0932944606413994,9.0439453125,27,0.84375,2021,"Retail_Meats"
"{sul2}","{aph(6)-Id}",0.0787172011661808,0.84375,0.0932944606413994,8.76988636363636,27,0.830867564110496,2021,"Retail_Meats"
"{aph(6)-Id}","{sul2}",0.0787172011661808,0.818181818181818,0.0962099125364431,8.76988636363636,27,0.830867564110496,2021,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{glpT_E448K}",0.0787172011661808,0.964285714285714,0.0816326530612245,0.987313432835821,27,0.278780469377985,2021,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{aph(3'')-Ib}",0.0778443113772455,1,0.0778443113772455,11.1333333333333,13,0.930949336251263,2020,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{aph(6)-Id}",0.0778443113772455,1,0.0778443113772455,11.1333333333333,13,0.930949336251263,2020,"Retail_Meats"
"{aph(6)-Id}","{glpT_E448K}",0.0778443113772455,0.866666666666667,0.0898203592814371,0.910272536687631,13,0.266194550628046,2020,"Retail_Meats"
"{glpT_E448K}","{aph(6)-Id}",0.0778443113772455,0.0817610062893082,0.952095808383234,0.910272536687631,13,0.266194550628046,2020,"Retail_Meats"
"{aph(3'')-Ib}","{glpT_E448K}",0.0778443113772455,0.866666666666667,0.0898203592814371,0.910272536687631,13,0.266194550628046,2020,"Retail_Meats"
"{glpT_E448K}","{aph(3'')-Ib}",0.0778443113772455,0.0817610062893082,0.952095808383234,0.910272536687631,13,0.266194550628046,2020,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{glpT_E448K}",0.0778443113772455,0.866666666666667,0.0898203592814371,0.910272536687631,13,0.266194550628046,2020,"Retail_Meats"
"{aph(6)-Id,glpT_E448K,sul2}","{aph(3'')-Ib}",0.075801749271137,1,0.075801749271137,10.3939393939394,26,0.887625364598595,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K,sul2}","{aph(6)-Id}",0.075801749271137,0.962962962962963,0.0787172011661808,10.0089786756453,26,0.87103277322465,2021,"Retail_Meats"
"{glpT_E448K,sul2}","{aph(6)-Id}",0.075801749271137,0.896551724137931,0.0845481049562682,9.31870428422152,26,0.840460638985807,2021,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{sul2}",0.075801749271137,0.866666666666667,0.0874635568513119,9.28958333333333,26,0.839146391678274,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,glpT_E448K}","{sul2}",0.075801749271137,0.866666666666667,0.0874635568513119,9.28958333333333,26,0.839146391678274,2021,"Retail_Meats"
"{aph(6)-Id,sul2}","{glpT_E448K}",0.075801749271137,0.962962962962963,0.0787172011661808,0.98595909342178,26,0.273381462413155,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,sul2}","{glpT_E448K}",0.075801749271137,0.962962962962963,0.0787172011661808,0.98595909342178,26,0.273381462413155,2021,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{aph(3'')-Ib}",0.0738007380073801,1,0.0738007380073801,12.3181818181818,20,0.953462589245592,2019,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{aph(6)-Id}",0.0738007380073801,1,0.0738007380073801,12.3181818181818,20,0.953462589245592,2019,"Retail_Meats"
"{aph(6)-Id}","{glpT_E448K}",0.0738007380073801,0.909090909090909,0.0811808118081181,0.92967409948542,20,0.261936317925504,2019,"Retail_Meats"
"{glpT_E448K}","{aph(6)-Id}",0.0738007380073801,0.0754716981132075,0.977859778597786,0.92967409948542,20,0.261936317925504,2019,"Retail_Meats"
"{aph(3'')-Ib}","{glpT_E448K}",0.0738007380073801,0.909090909090909,0.0811808118081181,0.92967409948542,20,0.261936317925504,2019,"Retail_Meats"
"{glpT_E448K}","{aph(3'')-Ib}",0.0738007380073801,0.0754716981132075,0.977859778597786,0.92967409948542,20,0.261936317925504,2019,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{glpT_E448K}",0.0738007380073801,0.909090909090909,0.0811808118081181,0.92967409948542,20,0.261936317925504,2019,"Retail_Meats"
"{tet(B)}","{glpT_E448K}",0.0718562874251497,0.923076923076923,0.0778443113772455,0.969521044992743,12,0.26394352212875,2020,"Retail_Meats"
"{glpT_E448K}","{tet(B)}",0.0718562874251497,0.0754716981132075,0.952095808383233,0.969521044992743,12,0.26394352212875,2020,"Retail_Meats"
"{sul2}","{glpT_E448K}",0.0701107011070111,1,0.0701107011070111,1.02264150943396,19,0.26776503357897,2019,"Retail_Meats"
"{glpT_E448K}","{sul2}",0.0701107011070111,0.0716981132075472,0.977859778597786,1.02264150943396,19,0.26776503357897,2019,"Retail_Meats"
"{tet(A)}","{glpT_E448K}",0.0701107011070111,0.904761904761905,0.0774907749077491,0.925247079964061,19,0.254695350317777,2019,"Retail_Meats"
"{glpT_E448K}","{tet(A)}",0.0701107011070111,0.0716981132075472,0.977859778597786,0.925247079964061,19,0.254695350317777,2019,"Retail_Meats"
"{tet(A)}","{aph(6)-Id}",0.0699708454810496,0.631578947368421,0.110787172011662,6.56459330143541,24,0.677738993669886,2021,"Retail_Meats"
"{aph(6)-Id}","{tet(A)}",0.0699708454810496,0.727272727272727,0.0962099125364431,6.56459330143541,24,0.677738993669886,2021,"Retail_Meats"
"{tet(A)}","{aph(3'')-Ib}",0.0699708454810496,0.631578947368421,0.110787172011662,6.56459330143541,24,0.677738993669886,2021,"Retail_Meats"
"{aph(3'')-Ib}","{tet(A)}",0.0699708454810496,0.727272727272727,0.0962099125364431,6.56459330143541,24,0.677738993669886,2021,"Retail_Meats"
"{aph(6)-Id,tet(A)}","{aph(3'')-Ib}",0.0670553935860058,0.958333333333333,0.0699708454810496,9.96085858585859,23,0.817269412696507,2021,"Retail_Meats"
"{aph(3'')-Ib,tet(A)}","{aph(6)-Id}",0.0670553935860058,0.958333333333333,0.0699708454810496,9.96085858585859,23,0.817269412696507,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{tet(A)}",0.0670553935860058,0.71875,0.0932944606413994,6.48766447368421,23,0.659570234877865,2021,"Retail_Meats"
"{tet(B)}","{glpT_E448K}",0.0670553935860058,0.958333333333333,0.0699708454810496,0.981218905472637,23,0.256507348628646,2021,"Retail_Meats"
"{glpT_E448K}","{tet(B)}",0.0670553935860058,0.0686567164179104,0.97667638483965,0.981218905472637,23,0.256507348628646,2021,"Retail_Meats"
"{aph(6)-Id,sul2}","{aph(3'')-Ib}",0.0658682634730539,1,0.0658682634730539,11.1333333333333,11,0.856348838577675,2020,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{aph(6)-Id}",0.0658682634730539,1,0.0658682634730539,11.1333333333333,11,0.856348838577675,2020,"Retail_Meats"
"{sul2}","{aph(6)-Id}",0.0658682634730539,0.846153846153846,0.0778443113772455,9.42051282051282,11,0.787726361443376,2020,"Retail_Meats"
"{aph(6)-Id}","{sul2}",0.0658682634730539,0.733333333333333,0.0898203592814371,9.42051282051282,11,0.787726361443376,2020,"Retail_Meats"
"{sul2}","{aph(3'')-Ib}",0.0658682634730539,0.846153846153846,0.0778443113772455,9.42051282051282,11,0.787726361443376,2020,"Retail_Meats"
"{aph(3'')-Ib}","{sul2}",0.0658682634730539,0.733333333333333,0.0898203592814371,9.42051282051282,11,0.787726361443376,2020,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{sul2}",0.0658682634730539,0.733333333333333,0.0898203592814371,9.42051282051282,11,0.787726361443376,2020,"Retail_Meats"
"{sul2}","{glpT_E448K}",0.0658682634730539,0.846153846153846,0.0778443113772455,0.888727624576681,11,0.241948228618021,2020,"Retail_Meats"
"{glpT_E448K}","{sul2}",0.0658682634730539,0.0691823899371069,0.952095808383234,0.888727624576681,11,0.241948228618021,2020,"Retail_Meats"
"{tet(A)}","{glpT_E448K}",0.0658682634730539,0.785714285714286,0.0838323353293413,0.825247079964061,11,0.233147146869614,2020,"Retail_Meats"
"{glpT_E448K}","{tet(A)}",0.0658682634730539,0.0691823899371069,0.952095808383234,0.825247079964061,11,0.233147146869614,2020,"Retail_Meats"
"{aph(6)-Id,tet(B)}","{aph(3'')-Ib}",0.0650406504065041,1,0.0650406504065041,7.6875,8,0.707106781186547,2018,"Retail_Meats"
"{aph(3'')-Ib,tet(B)}","{aph(6)-Id}",0.0650406504065041,1,0.0650406504065041,7.6875,8,0.707106781186547,2018,"Retail_Meats"
"{tet(B)}","{aph(6)-Id}",0.0650406504065041,0.533333333333333,0.121951219512195,4.1,8,0.516397779494322,2018,"Retail_Meats"
"{aph(6)-Id}","{tet(B)}",0.0650406504065041,0.5,0.130081300813008,4.1,8,0.516397779494322,2018,"Retail_Meats"
"{tet(B)}","{aph(3'')-Ib}",0.0650406504065041,0.533333333333333,0.121951219512195,4.1,8,0.516397779494322,2018,"Retail_Meats"
"{aph(3'')-Ib}","{tet(B)}",0.0650406504065041,0.5,0.130081300813008,4.1,8,0.516397779494322,2018,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{tet(B)}",0.0650406504065041,0.5,0.130081300813008,4.1,8,0.516397779494322,2018,"Retail_Meats"
"{aadA1}","{glpT_E448K}",0.0650406504065041,1,0.0650406504065041,1.01652892561983,8,0.25712973861329,2018,"Retail_Meats"
"{glpT_E448K}","{aadA1}",0.0650406504065041,0.0661157024793388,0.983739837398374,1.01652892561983,8,0.25712973861329,2018,"Retail_Meats"
"{glpT_E448K,tet(A)}","{aph(3'')-Ib}",0.0641399416909621,0.709677419354839,0.0903790087463557,7.37634408602151,22,0.687835939428795,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{tet(A)}",0.0641399416909621,0.709677419354839,0.0903790087463557,6.40577249575552,22,0.640988201422871,2021,"Retail_Meats"
"{sul2}","{tet(A)}",0.0641399416909621,0.6875,0.0932944606413994,6.20559210526316,22,0.630893268144045,2021,"Retail_Meats"
"{tet(A)}","{sul2}",0.0641399416909621,0.578947368421053,0.110787172011662,6.20559210526316,22,0.630893268144045,2021,"Retail_Meats"
"{aph(3'')-Ib,tet(A)}","{glpT_E448K}",0.0641399416909621,0.916666666666667,0.0699708454810496,0.938557213930348,22,0.245354855210009,2021,"Retail_Meats"
"{aph(6)-Id}","{aph(3'')-Ib}",0.0633802816901408,1,0.0633802816901408,15.7777777777778,9,1,2017,"Retail_Meats"
"{aph(3'')-Ib}","{aph(6)-Id}",0.0633802816901408,1,0.0633802816901408,15.7777777777778,9,1,2017,"Retail_Meats"
"{tet(A)}","{glpT_E448K}",0.0633802816901408,0.75,0.0845070422535211,0.800751879699248,9,0.225281778444791,2017,"Retail_Meats"
"{glpT_E448K}","{tet(A)}",0.0633802816901408,0.0676691729323308,0.936619718309859,0.800751879699248,9,0.225281778444791,2017,"Retail_Meats"
"{aph(6)-Id,glpT_E448K,tet(A)}","{aph(3'')-Ib}",0.0612244897959184,1,0.0612244897959184,10.3939393939394,21,0.797724035217466,2021,"Retail_Meats"
"{sul2,tet(A)}","{aph(3'')-Ib}",0.0612244897959184,0.954545454545455,0.0641399416909621,9.92148760330579,21,0.779383099976466,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K,tet(A)}","{aph(6)-Id}",0.0612244897959184,0.954545454545455,0.0641399416909621,9.92148760330579,21,0.779383099976466,2021,"Retail_Meats"
"{aph(3'')-Ib,tet(A)}","{sul2}",0.0612244897959184,0.875,0.0699708454810496,9.37890625,21,0.757772228311384,2021,"Retail_Meats"
"{glpT_E448K,tet(A)}","{aph(6)-Id}",0.0612244897959184,0.67741935483871,0.0903790087463557,7.04105571847507,21,0.656570669454759,2021,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{tet(A)}",0.0612244897959184,0.75,0.0816326530612245,6.76973684210526,21,0.643796306459214,2021,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{tet(A)}",0.0612244897959184,0.7,0.087463556851312,6.31842105263158,21,0.621966321647047,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,glpT_E448K}","{tet(A)}",0.0612244897959184,0.7,0.087463556851312,6.31842105263158,21,0.621966321647047,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,tet(A)}","{glpT_E448K}",0.0612244897959184,0.91304347826087,0.0670553935860058,0.934847501622323,21,0.239239547992834,2021,"Retail_Meats"
"{aph(6)-Id,tet(A)}","{glpT_E448K}",0.0612244897959184,0.875,0.0699708454810496,0.89589552238806,21,0.234202361791372,2021,"Retail_Meats"
"{aph(6)-Id,sul2}","{aph(3'')-Ib}",0.0590405904059041,1,0.0590405904059041,12.3181818181818,16,0.852802865422442,2019,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{aph(6)-Id}",0.0590405904059041,1,0.0590405904059041,12.3181818181818,16,0.852802865422442,2019,"Retail_Meats"
"{aph(6)-Id,glpT_E448K,sul2}","{aph(3'')-Ib}",0.0590405904059041,1,0.0590405904059041,12.3181818181818,16,0.852802865422442,2019,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K,sul2}","{aph(6)-Id}",0.0590405904059041,1,0.0590405904059041,12.3181818181818,16,0.852802865422442,2019,"Retail_Meats"
"{aph(6)-Id,glpT_E448K}","{sul2}",0.0590405904059041,0.8,0.0738007380073801,11.4105263157895,16,0.820782681668123,2019,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K}","{sul2}",0.0590405904059041,0.8,0.0738007380073801,11.4105263157895,16,0.820782681668123,2019,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,glpT_E448K}","{sul2}",0.0590405904059041,0.8,0.0738007380073801,11.4105263157895,16,0.820782681668123,2019,"Retail_Meats"
"{sul2}","{aph(6)-Id}",0.0590405904059041,0.842105263157895,0.0701107011070111,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{aph(6)-Id}","{sul2}",0.0590405904059041,0.727272727272727,0.0811808118081181,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{sul2}","{aph(3'')-Ib}",0.0590405904059041,0.842105263157895,0.0701107011070111,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{aph(3'')-Ib}","{sul2}",0.0590405904059041,0.727272727272727,0.0811808118081181,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id}","{sul2}",0.0590405904059041,0.727272727272727,0.0811808118081181,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{glpT_E448K,sul2}","{aph(6)-Id}",0.0590405904059041,0.842105263157895,0.0701107011070111,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{glpT_E448K,sul2}","{aph(3'')-Ib}",0.0590405904059041,0.842105263157895,0.0701107011070111,10.3732057416268,16,0.78258558087123,2019,"Retail_Meats"
"{aph(6)-Id,sul2}","{glpT_E448K}",0.0590405904059041,1,0.0590405904059041,1.02264150943396,16,0.24571804673358,2019,"Retail_Meats"
"{aph(3'')-Ib,sul2}","{glpT_E448K}",0.0590405904059041,1,0.0590405904059041,1.02264150943396,16,0.24571804673358,2019,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,sul2}","{glpT_E448K}",0.0590405904059041,1,0.0590405904059041,1.02264150943396,16,0.24571804673358,2019,"Retail_Meats"
"{tet(C)}","{glpT_E448K}",0.0590405904059041,0.941176470588235,0.0627306273062731,0.962486126526082,16,0.238381520188943,2019,"Retail_Meats"
"{glpT_E448K}","{tet(C)}",0.0590405904059041,0.060377358490566,0.977859778597786,0.962486126526082,16,0.238381520188943,2019,"Retail_Meats"
"{aph(6)-Id,sul2,tet(A)}","{aph(3'')-Ib}",0.0583090379008746,1,0.0583090379008746,10.3939393939394,20,0.778498944161523,2021,"Retail_Meats"
"{glpT_E448K,sul2,tet(A)}","{aph(3'')-Ib}",0.0583090379008746,1,0.0583090379008746,10.3939393939394,20,0.778498944161523,2021,"Retail_Meats"
"{aph(3'')-Ib,sul2,tet(A)}","{aph(6)-Id}",0.0583090379008746,0.952380952380952,0.0612244897959184,9.8989898989899,20,0.759737176397586,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K,tet(A)}","{sul2}",0.0583090379008746,0.909090909090909,0.0641399416909621,9.74431818181818,20,0.753778361444409,2021,"Retail_Meats"
"{sul2,tet(A)}","{aph(6)-Id}",0.0583090379008746,0.909090909090909,0.0641399416909621,9.44903581267218,20,0.742269619025205,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,tet(A)}","{sul2}",0.0583090379008746,0.869565217391304,0.0670553935860058,9.32065217391304,20,0.737209780774486,2021,"Retail_Meats"
"{aph(6)-Id,tet(A)}","{sul2}",0.0583090379008746,0.833333333333333,0.0699708454810496,8.93229166666667,20,0.721687836487032,2021,"Retail_Meats"
"{glpT_E448K,tet(A)}","{sul2}",0.0583090379008746,0.645161290322581,0.0903790087463557,6.91532258064516,20,0.635000635000952,2021,"Retail_Meats"
"{aph(6)-Id,sul2}","{tet(A)}",0.0583090379008746,0.740740740740741,0.0787172011661808,6.68615984405458,20,0.624390541054463,2021,"Retail_Meats"
"{aph(3'')-Ib,aph(6)-Id,sul2}","{tet(A)}",0.0583090379008746,0.740740740740741,0.0787172011661808,6.68615984405458,20,0.624390541054463,2021,"Retail_Meats"
"{aph(3'')-Ib,glpT_E448K,sul2}","{tet(A)}",0.0583090379008746,0.740740740740741,0.0787172011661808,6.68615984405458,20,0.624390541054463,2021,"Retail_Meats"
"{glpT_E448K,sul2}","{tet(A)}",0.0583090379008746,0.689655172413793,0.0845481049562682,6.22504537205082,20,0.602475233128778,2021,"Retail_Meats"
"{uhpT_E350Q}","{glpT_E448K}",0.0583090379008746,1,0.0583090379008746,1.02388059701493,20,0.24433888871261,2021,"Retail_Meats"
"{glpT_E448K}","{uhpT_E350Q}",0.0583090379008746,0.0597014925373134,0.97667638483965,1.02388059701493,20,0.24433888871261,2021,"Retail_Meats"
"{sat2}","{glpT_E448K}",0.0583090379008746,1,0.0583090379008746,1.02388059701493,20,0.24433888871261,2021,"Retail_Meats"
"{glpT_E448K}","{sat2}",0.0583090379008746,0.0597014925373134,0.97667638483965,1.02388059701493,20,0.24433888871261,2021,"Retail_Meats"
