"Data_Source","Year","rule_combination","class_combination","plasmid_combination","support","confidence","lift","num_contigs","mismatch_distance"
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,floR,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,2,0.4
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.875,2.92788461538462,46,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,floR,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.166666666666667
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,floR,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.875,2.92788461538462,46,0.166666666666667
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.160919540229885,0.777777777777778,2.6025641025641,2,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.183908045977011,1,2.1219512195122,56,0.166666666666667
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id",0.183908045977011,1,1.24285714285714,19,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.183908045977011,0.941176470588235,1.99713055954089,1,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.195402298850575,1,1.24285714285714,2,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.183908045977011,0.941176470588235,1.99713055954089,56,0
"Cecal",2020,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id",0.196808510638298,1,2.1123595505618,19,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.183908045977011,0.888888888888889,1.88617886178862,1,0
"Cecal",2020,"{aph(3'')-Ib,aph(6)-Id,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.223404255319149,1,2.1123595505618,2,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.833333333333333,2.78846153846154,52,0.166666666666667
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.403225806451613,1.34925558312655,52,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.833333333333333,2.78846153846154,2,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.390625,1.30709134615385,2,0.4
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.806451612903226,2.6985111662531,52,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,1,1.31818181818182,52,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.78125,2.61418269230769,2,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,floR}","{AMINOGLYCOSIDE,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,1,1.26086956521739,2,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.344827586206897,1,1.31818181818182,87,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K,sul2,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.402298850574713,1,1.26086956521739,1,0.2
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.71264367816092,0.96875,1.27698863636364,123,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(6)-Id|aph(3'')-Ib|tet(A)",0.344827586206897,1,1.24285714285714,31,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib|tet(B)",0.425287356321839,1,1.26086956521739,1,0.4
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3'')-Ib|aph(6)-Id",0.735632183908046,1,1.24285714285714,141,0.333333333333333
"Cecal",2020,"{aph(3'')-Ib,aph(6)-Id,sul1}","{AMINOGLYCOSIDE,SULFONAMIDE}","aph(3'')-Ib|aph(6)-Id",0.154255319148936,1,2.1123595505618,141,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.35632183908046,0.96875,1.27698863636364,87,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,sul2,tet(B)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.413793103448276,1,1.26086956521739,1,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.747126436781609,1,1.24285714285714,123,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE}","aph(6)-Id|aph(3'')-Ib|tet(A)",0.367816091954023,1,1.24285714285714,31,0
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id,tet(B)}","{AMINOGLYCOSIDE,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib|tet(B)",0.448275862068966,1,1.26086956521739,1,0.25
"Cecal",2017,"{aph(3'')-Ib,aph(6)-Id}","{AMINOGLYCOSIDE}","aph(3'')-Ib|aph(6)-Id",0.793103448275862,1,1.24285714285714,141,0
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.285714285714286
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib",0.160919540229885,0.823529411764706,2.75565610859729,8,0.4
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.428571428571429
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.777777777777778,2.6025641025641,46,0.571428571428571
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.166666666666667
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib",0.160919540229885,0.777777777777778,2.6025641025641,8,0.25
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.736842105263158,2.46558704453441,46,0.5
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.195402298850575,1,2.1219512195122,56,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib",0.195402298850575,0.944444444444444,1.2449494949495,8,0.25
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.195402298850575,0.944444444444444,2.00406504065041,1,0.4
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN}","blaTEM-1|sul2|aph(3'')-Ib",0.206896551724138,0.947368421052632,1.00513478818999,8,0.5
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.195402298850575,0.944444444444444,2.00406504065041,56,0.2
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib",0.206896551724138,0.947368421052632,1.2488038277512,8,0
"Cecal",2017,"{aph(3'')-Ib,blaTEM-1,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.195402298850575,0.894736842105263,1.89858793324775,1,0.25
"Cecal",2020,"{aph(3'')-Ib,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","blaTEM-1|sul2|aph(3'')-Ib",0.228723404255319,0.704918032786885,1.48904033892061,8,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,floR,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.806451612903226,2.6985111662531,52,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.396825396825397,1.32783882783883,52,0.5
"Cecal",2017,"{aph(3'')-Ib,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.806451612903226,2.6985111662531,2,0.4
"Cecal",2017,"{aph(3'')-Ib,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.384615384615385,1.28698224852071,2,0.6
"Cecal",2017,"{aph(3'')-Ib,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.78125,2.61418269230769,52,0.2
"Cecal",2017,"{aph(3'')-Ib,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib",0.28735632183908,1,1.31818181818182,3,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib",0.28735632183908,0.757575757575758,2.53496503496504,2,0.25
"Cecal",2017,"{aph(3'')-Ib,floR}","{AMINOGLYCOSIDE,PHENICOL}","floR",0.28735632183908,0.961538461538462,1.19505494505495,263,0.5
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|tet(A)|aph(3'')-Ib",0.35632183908046,1,1.31818181818182,4,0.25
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K,sul2,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.402298850574713,0.945945945945946,1.24692874692875,1,0.4
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3'')-Ib",0.724137931034483,0.969230769230769,1.27762237762238,3,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","tet(A)|aph(3'')-Ib",0.35632183908046,0.476923076923077,1.01200750469043,2,0.333333333333333
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib|tet(B)",0.425287356321839,0.569230769230769,1.17912087912088,1,0.6
"Cecal",2017,"{aph(3'')-Ib,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3'')-Ib",0.747126436781609,0.928571428571429,0.985191637630662,5,0.5
"Cecal",2020,"{aph(3'')-Ib,sul1}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul1",0.154255319148936,0.828571428571429,1.75024077046549,29,0.5
"Cecal",2017,"{aph(3'')-Ib,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|tet(A)|aph(3'')-Ib",0.367816091954023,0.96969696969697,1.27823691460055,4,0
"Cecal",2017,"{aph(3'')-Ib,sul2,tet(B)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.413793103448276,1,1.24285714285714,1,0.25
"Cecal",2017,"{aph(3'')-Ib,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul2|aph(3'')-Ib",0.758620689655172,1,1.24285714285714,3,0
"Cecal",2017,"{aph(3'')-Ib,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE}","tet(A)|aph(3'')-Ib",0.379310344827586,0.804878048780488,1.00034843205575,2,0
"Cecal",2017,"{aph(3'')-Ib,tet(B)}","{AMINOGLYCOSIDE,TETRACYCLINE}","tet(B)",0.448275862068966,0.928571428571429,1.15408163265306,504,0.5
"Cecal",2020,"{aph(3')-Ia,aph(6)-Id,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.159574468085106,0.731707317073171,1.54562893943546,48,0.5
"Cecal",2020,"{aph(3')-Ia,aph(6)-Id,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul2|aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.180851063829787,0.871794871794872,1.99874921826141,4,0.25
"Cecal",2020,"{aph(3')-Ia,aph(6)-Id}","{AMINOGLYCOSIDE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.207446808510638,0.764705882352941,1.61533377395902,48,0.333333333333333
"Cecal",2020,"{aph(3')-Ia,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","blaTEM-1",0.180851063829787,0.666666666666667,2.05464480874317,235,0.5
"Cecal",2020,"{aph(3')-Ia,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.164893617021277,0.75609756097561,1.73349196906603,4,0.6
"Cecal",2020,"{aph(3')-Ia,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3')-Ia",0.218085106382979,0.803921568627451,0.905013502406951,113,0.5
"Cecal",2020,"{aph(3')-Ia,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","aph(3')-Ia",0.207446808510638,0.764705882352941,1.7532281205165,113,0.5
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.875,2.92788461538462,46,0.285714285714286
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.875,2.92788461538462,46,0.428571428571429
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","aph(6)-Id|tet(A)|floR",0.160919540229885,0.875,2.92788461538462,3,0.4
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.571428571428571
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.875,2.92788461538462,46,0.166666666666667
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.333333333333333
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,TETRACYCLINE}","aph(6)-Id|tet(A)|floR",0.160919540229885,0.875,2.92788461538462,3,0.25
"Cecal",2017,"{aph(6)-Id,blaTEM-1,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.777777777777778,2.6025641025641,46,0.5
"Cecal",2017,"{aph(6)-Id,blaTEM-1,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.183908045977011,1,2.1219512195122,56,0.333333333333333
"Cecal",2017,"{aph(6)-Id,blaTEM-1,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id",0.183908045977011,0.941176470588235,1.24064171122995,19,0.4
"Cecal",2017,"{aph(6)-Id,blaTEM-1,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.183908045977011,0.941176470588235,1.99713055954089,1,0.4
"Cecal",2017,"{aph(6)-Id,blaTEM-1,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.195402298850575,0.944444444444444,1.0020325203252,2,0.5
"Cecal",2017,"{aph(6)-Id,blaTEM-1,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.183908045977011,0.941176470588235,1.99713055954089,56,0.2
"Cecal",2020,"{aph(6)-Id,blaTEM-1,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id",0.196808510638298,0.880952380952381,2.01974448315912,19,0.25
